time,open,high,low,close,EMA_9,EMA_21,EMA_50,RSI_9,RSI_14,RSI_21,WILLR_15,WILLR_23,WILLR_42,WILLR_145,SAR,BB_upper,BB_middle,BB_lower,BB_width,MACD,MACD_signal,MACD_hist,CCI_14,rolling_mean_open,rolling_std_open,rolling_mean_close,rolling_std_close,rolling_mean_high,rolling_std_high,rolling_mean_low,rolling_std_low,open_lag_1,close_lag_1,high_lag_1,low_lag_1,open_lag_2,close_lag_2,high_lag_2,low_lag_2,open_lag_3,close_lag_3,high_lag_3,low_lag_3,open_lag_4,close_lag_4,high_lag_4,low_lag_4,open_lag_5,close_lag_5,high_lag_5,low_lag_5,b_flag,s_flag
2010-07-23,1.52557,1.54484,1.52556,1.54253,1.526576024326108,1.5159207715042147,1.5036974937329706,64.70355896143995,62.779211514959634,60.30018056793127,-8.664881407804392,-6.774338268281936,-4.026666666666794,-46.353089306592345,1.51235,1.5426724851520623,1.5185529999999994,1.4944335148479364,0.04823897030412594,0.01186087301230665,0.011681637826233156,0.00017923518607349323,129.2851828535474,1.5243760000000002,0.004789977035419328,1.5271120000000002,0.009535862310263704,1.5347380000000002,0.006038623187428182,1.5176960000000002,0.005246048989493518,1.51675,1.5255800000000002,1.5295,1.5149599999999999,1.52762,1.51676,1.53335,1.51235,1.52309,1.5276100000000001,1.53095,1.5153400000000001,1.52885,1.52308,1.53505,1.52027,1.54453,1.52995,1.5446499999999999,1.52783,0,0
2010-07-26,1.54136,1.55187,1.54091,1.54826,1.5309128194608863,1.518860701367468,1.5054450429983444,67.10137289737199,64.45220896083902,61.51004858362137,-6.323349097915761,-5.44494720965326,-3.077316511806421,-43.776418742692705,1.5149599999999999,1.5474524628207333,1.5204884999999995,1.4935245371792656,0.053927925641467755,0.012921326309299541,0.011929575522846434,0.000991750786453107,164.26040483103952,1.5268780000000002,0.009068008050274547,1.532148,0.012921929809448358,1.5381019999999999,0.00978117426486855,1.521824,0.011801975682069456,1.52557,1.54253,1.54484,1.52556,1.51675,1.5255800000000002,1.5295,1.5149599999999999,1.52762,1.51676,1.53335,1.51235,1.52309,1.5276100000000001,1.53095,1.5153400000000001,1.52885,1.52308,1.53505,1.52027,0,0
2010-07-27,1.5482200000000002,1.5598999999999998,1.5442399999999998,1.5594999999999999,1.536630255568709,1.5225551830613344,1.5075648452337034,71.39041519711859,67.53485349745748,63.78335840368856,-0.614250614250548,-0.5381407237992158,-0.31913196106586617,-38.722007374763976,1.518651,1.5541496902373344,1.5231724999999994,1.4921953097626643,0.06195438047467006,0.014501552381766203,0.012443970894630388,0.0020575814871358154,165.39726635511573,1.531904,0.012686052577529522,1.538526,0.017263032178626996,1.543892,0.012639884097557718,1.527604,0.014582003634622651,1.54136,1.54826,1.55187,1.54091,1.52557,1.54253,1.54484,1.52556,1.51675,1.5255800000000002,1.5295,1.5149599999999999,1.52762,1.51676,1.53335,1.51235,1.52309,1.5276100000000001,1.53095,1.5153400000000001,0,0
2010-07-28,1.55951,1.56385,1.55469,1.5588,1.5410642044549672,1.5258501664193949,1.5095740669892443,70.74422878368841,67.14433946156961,63.53796347489434,-7.311423193861303,-6.596995427824959,-3.9059478691314125,-39.03678388344278,1.52360088,1.5580442174015126,1.5264159999999996,1.4947877825984865,0.06325643480302601,0.015518520929918234,0.013058880901687957,0.0024596400282302765,147.56988151357027,1.5382820000000001,0.017205289012389196,1.5469339999999998,0.013927070043635035,1.549992,0.013603351425279615,1.5360719999999999,0.0157557218178075,1.5482200000000002,1.5594999999999999,1.5598999999999998,1.5442399999999998,1.54136,1.54826,1.55187,1.54091,1.52557,1.54253,1.54484,1.52556,1.51675,1.5255800000000002,1.5295,1.5149599999999999,1.52762,1.51676,1.53335,1.51235,0,0
2010-07-29,1.55883,1.5660699999999999,1.55789,1.561,1.5450513635639738,1.5290456058358135,1.5115907702445681,71.6514757678326,67.77502176159588,63.9950873478329,-7.111796885958646,-6.436460581439535,-3.85522013535086,-38.047486284737865,1.5292357568000001,1.5632862137609411,1.5286334999999995,1.493980786239058,0.06930542752188318,0.016313940494083745,0.013709892820167114,0.002604047673916631,132.74206455054693,1.546698,0.014040440520148807,1.554018,0.008166959042405076,1.557306,0.008822013942383853,1.5446579999999999,0.012793383836973003,1.55951,1.5588,1.56385,1.55469,1.5482200000000002,1.5594999999999999,1.5598999999999998,1.5442399999999998,1.54136,1.54826,1.55187,1.54091,1.52557,1.54253,1.54484,1.52556,1.51675,1.5255800000000002,1.5295,1.5149599999999999,0,0
2010-07-30,1.561,1.572,1.55511,1.5687799999999998,1.549797090851179,1.532657823487103,1.513833485136938,74.76483713884632,69.97031630206607,65.5966358950075,-4.169904169904455,-3.8016528925622466,-2.3428405122236775,-34.54897023113597,1.535129235712,1.5695954447547122,1.5311034999999995,1.4926115552452868,0.07698388950942547,0.017371845389152707,0.014442283333964233,0.0029295620551884737,129.17707127435347,1.5537839999999998,0.00859700122134663,1.5592679999999999,0.007330192357661894,1.562738,0.0074881753451413995,1.550568,0.007492544294171002,1.55883,1.561,1.5660699999999999,1.55789,1.55951,1.5588,1.56385,1.55469,1.5482200000000002,1.5594999999999999,1.5598999999999998,1.5442399999999998,1.54136,1.54826,1.55187,1.54091,1.52557,1.54253,1.54484,1.52556,0,0
2010-08-02,1.5725,1.59062,1.56949,1.5886900000000002,1.557575672680943,1.5377516577155483,1.516769034739411,80.82706082709626,74.71713640170698,69.26968187085907,-2.0479626485566294,-1.8679829655437163,-1.236703831859392,-25.595826962856307,1.54176597328384,1.5798740332479622,1.5348674999999994,1.4898609667520366,0.09001306649592555,0.01959098061589737,0.01547202279035086,0.004118957825546509,164.95961705173005,1.560012,0.008625930094768587,1.567354,0.012574656257740553,1.5704879999999999,0.01207550288805968,1.556284,0.009027108064053822,1.561,1.5687799999999998,1.572,1.55511,1.55883,1.561,1.5660699999999999,1.55789,1.55951,1.5588,1.56385,1.55469,1.5482200000000002,1.5594999999999999,1.5598999999999998,1.5442399999999998,1.54136,1.54826,1.55187,1.54091,0,0
2010-08-03,1.58863,1.5966900000000002,1.58608,1.59456,1.5649725381447546,1.5429160524686802,1.5198196608280614,82.24200449729082,75.92540245819143,70.2528481692578,-2.5254920559641754,-2.0900794818959705,-1.3137605625116795,-22.95620109722099,1.551536778627072,1.5897923729325338,1.5388499999999996,1.4879076270674654,0.10188474586506846,0.021574622396213883,0.016692542711523463,0.00488207968469042,160.96167783131685,1.5680939999999999,0.012757073724010259,1.574366,0.016318151856148953,1.5778459999999999,0.014891350845356385,1.564652,0.01340318320400372,1.5725,1.5886900000000002,1.59062,1.56949,1.561,1.5687799999999998,1.572,1.55511,1.55883,1.561,1.5660699999999999,1.55789,1.55951,1.5588,1.56385,1.55469,1.5482200000000002,1.5594999999999999,1.5598999999999998,1.5442399999999998,0,0
2010-08-04,1.59458,1.59627,1.58561,1.58854,1.5696860305158036,1.5470636840624366,1.522514576089706,75.78892362580845,72.11888029990266,67.91314137853793,-9.663267725871584,-7.997252477676467,-5.026830321347126,-25.66327907185896,1.5605674229016575,1.5967051220543478,1.5423849999999995,1.4880648779456511,0.10864024410869666,0.02240266513126299,0.017834567195471367,0.004568097935791621,123.60062928931369,1.575108,0.016068710900375052,1.580314,0.014550229551465559,1.58433,0.014320909538135468,1.570836,0.01472555873303537,1.58863,1.59456,1.5966900000000002,1.58608,1.5725,1.5886900000000002,1.59062,1.56949,1.561,1.5687799999999998,1.572,1.55511,1.55883,1.561,1.5660699999999999,1.55789,1.55951,1.5588,1.56385,1.55469,0,0
2010-08-05,1.58856,1.59231,1.58196,1.58865,1.5734788244126428,1.5508442582385786,1.525108122125404,75.8279121056153,72.14635950102843,67.93363094546558,-9.532843253498058,-7.889314100677319,-5.116131084950851,-25.613814191923787,1.5677919383213261,1.602474437931692,1.5460124999999993,1.4895505620683067,0.11292387586338526,0.022804890463494987,0.018828631849076093,0.003976258614418894,99.12118728944688,1.581054,0.013892644816586558,1.585844,0.00987915127935311,1.589578,0.010159959153433063,1.57565,0.013300749978856986,1.59458,1.58854,1.59627,1.58561,1.58863,1.59456,1.5966900000000002,1.58608,1.5725,1.5886900000000002,1.59062,1.56949,1.561,1.5687799999999998,1.572,1.55511,1.55883,1.561,1.5660699999999999,1.55789,0,0
